name,address,city,province,holes,latitude,longitude,google_maps_link
Magersfontein Memorial Golf Course,3 Oak Farms,Modder River,Northern Cape,18,-29.023564,24.651136,https://www.google.com/maps/search/?api=1&query=-29.023564%2C24.651136
Prieska Golf Club,8 Stewart Street,Prieska,Northern Cape,9,-29.664802,22.754403,https://www.google.com/maps/search/?api=1&query=-29.664802%2C22.754403
Richmond Golf Club,Pietermaritzburg/ixopo Road (r56),Richmond,Northern Cape,9,-31.419506,23.939418,https://www.google.com/maps/search/?api=1&query=-31.419506%2C23.939418
Springbok Golf Club,Airport Road,Springbok,Northern Cape,18,-29.687127,17.907251,https://www.google.com/maps/search/?api=1&query=-29.687127%2C17.907251
Sutherland Golf Club,Piet Retief Street,Sutherland,Northern Cape,9,-32.404325,20.658846,https://www.google.com/maps/search/?api=1&query=-32.404325%2C20.658846
Ulco Golf Course,Main Road,Ulco,Northern Cape,9,-28.331345,24.225112,https://www.google.com/maps/search/?api=1&query=-28.331345%2C24.225112
Upington Golf Club,N14 (Olifantshoek Road),Upington,Northern Cape,18,-28.426974,21.299658,https://www.google.com/maps/search/?api=1&query=-28.426974%2C21.299658
Victoria West Golf Club,3 Market St,Victoria West,Northern Cape,18,-31.40224,23.129918,https://www.google.com/maps/search/?api=1&query=-31.40224%2C23.129918
Williston Golf Club,De Wet Street,Williston,Northern Cape,9,-31.336629,20.906531,https://www.google.com/maps/search/?api=1&query=-31.336629%2C20.906531
Albertinia Golf Course,Centre Brak and Golf Street,Albertinia,Western Cape,18,-34.201877,21.581805,https://www.google.com/maps/search/?api=1&query=-34.201877%2C21.581805
Beaufort West Golf Club,North End,Beaufort West,Western Cape,9,-32.341936,22.577257,https://www.google.com/maps/search/?api=1&query=-32.341936%2C22.577257
Three Chameleons Short Golf Course,"209 Modder Rivier, R404",Blanco,Western Cape,9,-33.97644,22.387371,https://www.google.com/maps/search/?api=1&query=-33.97644%2C22.387371
Bonnievale Golf Course,Voortrekker Road,Bonnievale,Western Cape,18,-33.928749,20.100685,https://www.google.com/maps/search/?api=1&query=-33.928749%2C20.100685
Bredasdorp Golf Club,Recreation Street,Bredasdorp,Western Cape,9,-34.543462,20.04801,https://www.google.com/maps/search/?api=1&query=-34.543462%2C20.04801
Caledon Golf Club,Ian Toerien Street,Caledon,Western Cape,9,-34.235287,19.433699,https://www.google.com/maps/search/?api=1&query=-34.235287%2C19.433699
Clovelly Country Club,"177 Clovelly Road, Clovelly",Cape Town,Western Cape,18,-34.122665,18.42818,https://www.google.com/maps/search/?api=1&query=-34.122665%2C18.42818
Durbanville Golf Club,"Sport Road, Durbanville",Cape Town,Western Cape,18,-33.833878,18.65912,https://www.google.com/maps/search/?api=1&query=-33.833878%2C18.65912
King David Mowbray Golf Club,"Raapenberg Road, Mowbray",Cape Town,Western Cape,18,-33.945951,18.492222,https://www.google.com/maps/search/?api=1&query=-33.945951%2C18.492222
Mupine Golf Club,"Forest Drive Extension, Pinelands",Cape Town,Western Cape,18,-33.922358,18.518332,https://www.google.com/maps/search/?api=1&query=-33.922358%2C18.518332
Royal Burgundy Mashie Golf Course,22 Viridian Street,Cape Town,Western Cape,9,-33.842444,18.553161,https://www.google.com/maps/search/?api=1&query=-33.842444%2C18.553161
Simon's Town Country Club,"Main Road, Simons Town",Cape Town,Western Cape,18,-34.201148,18.453426,https://www.google.com/maps/search/?api=1&query=-34.201148%2C18.453426
Skills Golf Club,Dan King Rd,Cape Town,Western Cape,9,-33.823732,18.70527,https://www.google.com/maps/search/?api=1&query=-33.823732%2C18.70527
The River Club,"Liesbeek Pkwy, Observatory",Cape Town,Western Cape,9,-33.936231,18.475699,https://www.google.com/maps/search/?api=1&query=-33.936231%2C18.475699
Wagner's Golf Academy,De Bron Rd,Cape Town,Western Cape,9,-33.857184,18.669205,https://www.google.com/maps/search/?api=1&query=-33.857184%2C18.669205
Westlake Golf Club,"Westlake Avenue off Boyes Drive, Lakeside",Cape Town,Western Cape,18,-34.085009,18.444875,https://www.google.com/maps/search/?api=1&query=-34.085009%2C18.444875
Ceres Golf Club ~ 18 Hole,1 Bergsig Street,Ceres,Western Cape,18,-33.375748,19.303593,https://www.google.com/maps/search/?api=1&query=-33.375748%2C19.303593
Ceres Golf Club ~ 9 Hole,1 Bergsig Street,Ceres,Western Cape,9,-33.375748,19.303593,https://www.google.com/maps/search/?api=1&query=-33.375748%2C19.303593
Citrusdal Golf Club,Oewer Street,Citrusdal,Western Cape,18,-32.593538,19.009128,https://www.google.com/maps/search/?api=1&query=-32.593538%2C19.009128
Clanwilliam Golf Course ~ 18 Hole,Park Street,Clanwilliam,Western Cape,18,-32.192036,18.90131,https://www.google.com/maps/search/?api=1&query=-32.192036%2C18.90131
Clanwilliam Golf Course ~ 9 Hole,Park Street,Clanwilliam,Western Cape,9,-32.192036,18.90131,https://www.google.com/maps/search/?api=1&query=-32.192036%2C18.90131
Darling Golf Course,Jacaranda Street,Darling,Western Cape,18,-33.377268,18.388331,https://www.google.com/maps/search/?api=1&query=-33.377268%2C18.388331
Hex Vallei Golf Club,Dauphine Crescent,De Doorns,Western Cape,18,-33.483872,19.65847,https://www.google.com/maps/search/?api=1&query=-33.483872%2C19.65847
De Hoek Golf Club,Aster Road,De Hoek,Western Cape,18,-32.943463,18.760946,https://www.google.com/maps/search/?api=1&query=-32.943463%2C18.760946
Pearl Valley Golf Estates,R301,Franschhoek,Western Cape,18,-33.819896,18.981954,https://www.google.com/maps/search/?api=1&query=-33.819896%2C18.981954
Gansbaai Golf Club,"212 Perlemoen Street, Kleinbaai",Gansbaai,Western Cape,18,-34.618413,19.349027,https://www.google.com/maps/search/?api=1&query=-34.618413%2C19.349027
Fancourt Hotel & Country Club ~ Links,1 Montagu St,George,Western Cape,18,-33.969331,22.409119,https://www.google.com/maps/search/?api=1&query=-33.969331%2C22.409119
Fancourt Hotel & Country Club ~ Montagu,"Montagu Street, Blanco",George,Western Cape,18,-33.952665,22.406123,https://www.google.com/maps/search/?api=1&query=-33.952665%2C22.406123
Fancourt Hotel & Country Club ~ Outeniqua,"Montagu Street, Blanco",George,Western Cape,18,-33.951252,22.406659,https://www.google.com/maps/search/?api=1&query=-33.951252%2C22.406659
Fancourt Hotel & Country Club ~ The Links Experience,Montagu St,George,Western Cape,9,-33.962961,22.400596,https://www.google.com/maps/search/?api=1&query=-33.962961%2C22.400596
Fancourt Hotel & Country Club ~ The Links Experience Par 3,Montagu St,George,Western Cape,9,-33.962961,22.400596,https://www.google.com/maps/search/?api=1&query=-33.962961%2C22.400596
George Golf Club,Langenhoven Str,George,Western Cape,18,-33.953534,22.445955,https://www.google.com/maps/search/?api=1&query=-33.953534%2C22.445955
Glenwood Golf Club,Knysna Rd,George,Western Cape,18,-33.973029,22.491644,https://www.google.com/maps/search/?api=1&query=-33.973029%2C22.491644
Kingswood Golf Estate,Plattner Boulevard,George,Western Cape,18,-33.970653,22.433563,https://www.google.com/maps/search/?api=1&query=-33.970653%2C22.433563
Oubaai Golf Club,"Oubaai Golf Resort, Herolds Bay",George,Western Cape,18,-34.046101,22.408612,https://www.google.com/maps/search/?api=1&query=-34.046101%2C22.408612
Fairview Golf Estate,14 Pebble Beach Close,Gordon's Bay,Western Cape,18,-34.138875,18.865271,https://www.google.com/maps/search/?api=1&query=-34.138875%2C18.865271
Grabouw Mashie Golf Club,26 oudebrug road,Grabouw,Western Cape,18,-34.15158,19.018613,https://www.google.com/maps/search/?api=1&query=-34.15158%2C19.018613
Heidelberg Golf Club,Off N2 on Riversdale side of Heidelberg,Heidelberg,Western Cape,9,-34.087277,20.965567,https://www.google.com/maps/search/?api=1&query=-34.087277%2C20.965567
Heidelberg Golf Club ~ 18 Hole,Off N2 on Riversdale side of Heidelberg,Heidelberg,Western Cape,18,-34.087277,20.965567,https://www.google.com/maps/search/?api=1&query=-34.087277%2C20.965567
Hermanus Golf Club ~ East,Golf Road,Hermanus,Western Cape,18,-34.41054,19.256426,https://www.google.com/maps/search/?api=1&query=-34.41054%2C19.256426
Hermanus Golf Club ~ North,Golf Road,Hermanus,Western Cape,18,-34.41054,19.256426,https://www.google.com/maps/search/?api=1&query=-34.41054%2C19.256426
Hermanus Golf Club ~ South,Golf Road,Hermanus,Western Cape,18,-34.41054,19.256426,https://www.google.com/maps/search/?api=1&query=-34.41054%2C19.256426
Arabella Golf Club,R44 Road,Kleinmond,Western Cape,18,-34.317351,19.135054,https://www.google.com/maps/search/?api=1&query=-34.317351%2C19.135054
Kleinmond Golf Club,Top of Botriver Road,Kleinmond,Western Cape,18,-34.330816,19.033964,https://www.google.com/maps/search/?api=1&query=-34.330816%2C19.033964
Knysna Golf Club,"Howard Str., Hunters Home",Knysna,Western Cape,18,-34.058426,23.078983,https://www.google.com/maps/search/?api=1&query=-34.058426%2C23.078983
Pezula Championship Golf Course,"Lagoonview Drive, East Head",Knysna,Western Cape,18,-34.070168,23.089694,https://www.google.com/maps/search/?api=1&query=-34.070168%2C23.089694
Pezula Championship Golf Course ~ Par 3,"Lagoonview Drive, East Head",Knysna,Western Cape,18,-34.070168,23.089694,https://www.google.com/maps/search/?api=1&query=-34.070168%2C23.089694
Simola Golf & Country Estate,"1 Old Cape Road, Easford",Knysna,Western Cape,18,-34.002906,23.030987,https://www.google.com/maps/search/?api=1&query=-34.002906%2C23.030987
Jan Kriel Mashie Course,Skool St,Kuils River,Western Cape,18,-33.919426,18.683496,https://www.google.com/maps/search/?api=1&query=-33.919426%2C18.683496
Kuils River Golf Club,Bottelary Road,Kuils River,Western Cape,18,-33.902392,18.709738,https://www.google.com/maps/search/?api=1&query=-33.902392%2C18.709738
Ladismith Golf Club,Van Riebeeck Street,Ladismith,Western Cape,9,-33.492511,21.263604,https://www.google.com/maps/search/?api=1&query=-33.492511%2C21.263604
Lamberts Bay Golf Club,Main Road,Lamberts Bay,Western Cape,18,-32.099086,18.326025,https://www.google.com/maps/search/?api=1&query=-32.099086%2C18.326025
Xamarin Golf and Country Club,R364,Lamberts Bay,Western Cape,18,-32.086573,18.367016,https://www.google.com/maps/search/?api=1&query=-32.086573%2C18.367016
Langebaan Country Estate Golf,1 Oostewal Rd,Langebaan,Western Cape,18,-33.07444,18.054226,https://www.google.com/maps/search/?api=1&query=-33.07444%2C18.054226
Langebaan Country Estate Golf ~ Mashie Course,1 Oostewal Rd,Langebaan,Western Cape,18,-33.07444,18.054226,https://www.google.com/maps/search/?api=1&query=-33.07444%2C18.054226
Lutzville Golf Club,Parkway Street,Lutzville,Western Cape,9,-31.561535,18.345848,https://www.google.com/maps/search/?api=1&query=-31.561535%2C18.345848
Malmesbury Golf Club,Voortrekker Road,Malmesbury,Western Cape,18,-33.446072,18.718812,https://www.google.com/maps/search/?api=1&query=-33.446072%2C18.718812
Atlantic Beach Golf Club,"1 Fairway Drive, Atlantic Beach Golf Estate",Melkbosstrand,Western Cape,18,-33.73921,18.453249,https://www.google.com/maps/search/?api=1&query=-33.73921%2C18.453249
Milnerton Golf Club,Beidge Rd,Milnerton,Western Cape,18,-33.881532,18.488074,https://www.google.com/maps/search/?api=1&query=-33.881532%2C18.488074
Milnerton Golf Club ~ Competition,Beidge Rd,Milnerton,Western Cape,18,-33.881532,18.488074,https://www.google.com/maps/search/?api=1&query=-33.881532%2C18.488074
Montagu Golf Club,Bath Street,Montagu,Western Cape,9,-33.770063,20.13133,https://www.google.com/maps/search/?api=1&query=-33.770063%2C20.13133
Moorreesburg Golf Club,River Rd,Moorreesburg,Western Cape,18,-33.16015,18.665709,https://www.google.com/maps/search/?api=1&query=-33.16015%2C18.665709
Boggomsbaai Golf Club,Albacorn Street,Mossel Bay,Western Cape,18,-34.259471,21.905403,https://www.google.com/maps/search/?api=1&query=-34.259471%2C21.905403
Dolphin Creek Golf Estate,"Morrison Ave, Eiland, Groot Brakrivier",Mossel Bay,Western Cape,18,-34.049399,22.238688,https://www.google.com/maps/search/?api=1&query=-34.049399%2C22.238688
Mossel Bay Golf Club,17th Avenue,Mossel Bay,Western Cape,18,-34.189513,22.131298,https://www.google.com/maps/search/?api=1&query=-34.189513%2C22.131298
Pinnacle Point Golf Club,1 Pinnacle Point Road,Mossel Bay,Western Cape,18,-34.19553,22.090797,https://www.google.com/maps/search/?api=1&query=-34.19553%2C22.090797
Metropolitan Golf Club,Fritz Sonnenberg Road,Mouille Point,Western Cape,18,-33.900461,18.408344,https://www.google.com/maps/search/?api=1&query=-33.900461%2C18.408344
Rondebosch Golf Club,Golf Course Road,Mowbray,Western Cape,18,-33.956126,18.493787,https://www.google.com/maps/search/?api=1&query=-33.956126%2C18.493787
Oudtshoorn Golf Club,331 St Saviour Street,Oudtshoorn,Western Cape,18,-33.588173,22.219831,https://www.google.com/maps/search/?api=1&query=-33.588173%2C22.219831
Paarl Golf Club ~ Boschenmeer,844 Wemmershoek Road,Paarl,Western Cape,18,-33.761585,18.981043,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
Paarl Golf Club ~ Old Course,844 Wemmershoek Road,Paarl,Western Cape,18,-33.761585,18.981043,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
Paarl Golf Club ~ Winelands,844 Wemmershoek Road,Paarl,Western Cape,18,-33.761585,18.981043,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
Parow Golf Club,Frans Conradie Drive,Parow,Western Cape,18,-33.896747,18.573672,https://www.google.com/maps/search/?api=1&query=-33.896747%2C18.573672
Piketberg Golf Club,Church Street,Piketberg,Western Cape,9,-32.90298,18.767309,https://www.google.com/maps/search/?api=1&query=-32.90298%2C18.767309
Goose Valley Golf Club,"Next to N2, Goose Valley",Plettenberg Bay,Western Cape,18,-34.026375,23.381877,https://www.google.com/maps/search/?api=1&query=-34.026375%2C23.381877
Plettenberg Bay Country Club,Piesang Valley Road,Plettenberg Bay,Western Cape,18,-34.062028,23.348496,https://www.google.com/maps/search/?api=1&query=-34.062028%2C23.348496
Porterville Golf Club,Buitengracht Street,Porterville,Western Cape,18,-33.00569,19.007294,https://www.google.com/maps/search/?api=1&query=-33.00569%2C19.007294
Prince Albert Golf Club,Adderley Street,Prince Albert,Western Cape,9,-33.208513,22.028202,https://www.google.com/maps/search/?api=1&query=-33.208513%2C22.028202
Riversdale Golf Club,Tom Stander Drive,Riversdale,Western Cape,18,-34.111862,21.28114,https://www.google.com/maps/search/?api=1&query=-34.111862%2C21.28114
Riviersonderend Golf Club,Voortrekker Road,Riviersonderend,Western Cape,18,-34.137309,19.921643,https://www.google.com/maps/search/?api=1&query=-34.137309%2C19.921643
Robertson Golf Club,26 Silwerstrand Boulevard,Robertson,Western Cape,18,-33.810262,19.851174,https://www.google.com/maps/search/?api=1&query=-33.810262%2C19.851174
Sedge Links Golf Club,Swartvlei Beach Rd,Sedgefield,Western Cape,18,-34.010174,22.755719,https://www.google.com/maps/search/?api=1&query=-34.010174%2C22.755719
Erinvale Golf Club,Lourensford Road,Somerset West,Western Cape,18,-34.065248,18.883949,https://www.google.com/maps/search/?api=1&query=-34.065248%2C18.883949
Helderberg Village Golf Club,"Bakkerskloof Road, The Helderberg Village",Somerset West,Western Cape,18,-34.045375,18.819066,https://www.google.com/maps/search/?api=1&query=-34.045375%2C18.819066
Somerset West Golf Club,Rue De Jacqueline Avenue,Somerset West,Western Cape,18,-34.079371,18.840444,https://www.google.com/maps/search/?api=1&query=-34.079371%2C18.840444
Shelley Point Golf Club ~ 18 Hole,Shelley Point Main Gate,St Helena Bay,Western Cape,18,-32.7091,17.972593,https://www.google.com/maps/search/?api=1&query=-32.7091%2C17.972593
Shelley Point Golf Club ~ 9 Hole,Shelley Point Main Gate,St Helena Bay,Western Cape,9,-32.7091,17.972593,https://www.google.com/maps/search/?api=1&query=-32.7091%2C17.972593
De Zalze Golf Course,"De Zalze Winelands Golf Estate, R44",Stellenbosch,Western Cape,18,-33.971337,18.835479,https://www.google.com/maps/search/?api=1&query=-33.971337%2C18.835479
Devonvale Golf & Wine Estate,"Bottelry Road, Koelenhof",Stellenbosch,Western Cape,18,-33.882582,18.804482,https://www.google.com/maps/search/?api=1&query=-33.882582%2C18.804482
Hazendal Golf,Bottelary Road,Stellenbosch,Western Cape,18,-33.897568,18.719164,https://www.google.com/maps/search/?api=1&query=-33.897568%2C18.719164
Stellenbosch Golf Club,Strand Road (R44),Stellenbosch,Western Cape,18,-33.958247,18.850266,https://www.google.com/maps/search/?api=1&query=-33.958247%2C18.850266
Stilbaai Golf Club,"Off Main Road, West Still Bay",Still Bay,Western Cape,18,-34.387098,21.411451,https://www.google.com/maps/search/?api=1&query=-34.387098%2C21.411451
Greenways Golf Estate,"Greenways 4050, Beach Road",Strand,Western Cape,18,-34.129957,18.841907,https://www.google.com/maps/search/?api=1&query=-34.129957%2C18.841907
Strand Golf Club,Beach Road,Strand,Western Cape,18,-34.098074,18.817407,https://www.google.com/maps/search/?api=1&query=-34.098074%2C18.817407
Swellendam Golf Course,Andrew White Street,Swellendam,Western Cape,18,-34.016078,20.43298,https://www.google.com/maps/search/?api=1&query=-34.016078%2C20.43298
Steenberg Golf Club,"11111 Steenberg Estate, Tokai Road",Tokai,Western Cape,18,-34.069462,18.426862,https://www.google.com/maps/search/?api=1&query=-34.069462%2C18.426862
Uniondale Golf Club,Stoneleigh Country Estate,Uniondale,Western Cape,18,-33.655069,23.140703,https://www.google.com/maps/search/?api=1&query=-33.655069%2C23.140703
Berg River Golf Club,Vygie Street,Velddrif,Western Cape,9,-32.778834,18.162024,https://www.google.com/maps/search/?api=1&query=-32.778834%2C18.162024
Theewaterskloof Country Estate Golf Course,Off N2 onto R43 at Caledon,Villiersdorp,Western Cape,18,-34.056403,19.288714,https://www.google.com/maps/search/?api=1&query=-34.056403%2C19.288714
Vredenburg Golf Club ~ 18 Hole,Eenzaamheid Street,Vredenburg,Western Cape,18,-32.9215,18.055524,https://www.google.com/maps/search/?api=1&query=-32.9215%2C18.055524
Vredenburg Golf Club ~ 9 Hole,Eenzaamheid Street,Vredenburg,Western Cape,9,-32.9215,18.055524,https://www.google.com/maps/search/?api=1&query=-32.9215%2C18.055524
Vredendal Golf Club,R363,Vredendal,Western Cape,9,-31.661727,18.550183,https://www.google.com/maps/search/?api=1&query=-31.661727%2C18.550183
Bellville Golf Club,Jip de Jager Drive,Welgemoed,Western Cape,18,-33.870614,18.617599,https://www.google.com/maps/search/?api=1&query=-33.870614%2C18.617599
Wellington Golf Club,Lower Pents Street,Wellington,Western Cape,18,-33.641926,18.98916,https://www.google.com/maps/search/?api=1&query=-33.641926%2C18.98916
Riverside Golf Course,"Aan De Doorns Street, Riverside, Parkers Dam",Worcester,Western Cape,18,-33.665521,19.457538,https://www.google.com/maps/search/?api=1&query=-33.665521%2C19.457538
Worcester Golf Club,22 Kolie Nelson Road,Worcester,Western Cape,18,-33.618505,19.447065,https://www.google.com/maps/search/?api=1&query=-33.618505%2C19.447065
Royal Cape Golf Club,174 Ottery Road,Wynberg,Western Cape,18,-34.013498,18.485051,https://www.google.com/maps/search/?api=1&query=-34.013498%2C18.485051
